transaction_id,day_of_week,time_of_day,item_type,quantity,amount,student_discount
4296,Tuesday,Afternoon,Sandwich,2,16.38,True
4297,Monday,Afternoon,Pastry,1,5.13,True
4298,Monday,Morning,Coffee,1,4.35,True
4299,Wednesday,Morning,Tea,1,3.16,True
4300,Thursday,Afternoon,Sandwich,1,8.26,False
4301,Monday,Morning,Sandwich,2,13.12,False
4302,Saturday,Afternoon,Sandwich,1,11.27,True
4303,Friday,Morning,Pastry,1,4.52,False
4304,Thursday,Morning,Coffee,2,9.88,False
4305,Friday,Morning,Coffee,2,7.8,True
4306,Monday,Afternoon,Coffee,1,4.14,True
4307,Wednesday,Morning,Coffee,1,4.45,False
4308,Thursday,Morning,Coffee,1,4.82,False
4309,Friday,Morning,Pastry,1,4.8,False
4310,Friday,Morning,Coffee,1,4.0,True
4311,Tuesday,Morning,Tea,1,3.51,True
4312,Sunday,Morning,Coffee,1,3.48,True
4313,Monday,Afternoon,Tea,1,3.35,True
4314,Saturday,Morning,Coffee,1,4.03,False
4315,Sunday,Afternoon,Tea,1,4.05,True
4316,Monday,Afternoon,Coffee,1,3.78,False
4317,Friday,Morning,Tea,1,3.93,True
4318,Monday,Morning,Coffee,1,3.96,True
4319,Wednesday,Afternoon,Coffee,1,4.62,True
4320,Wednesday,Morning,Tea,1,3.77,True
4321,Thursday,Morning,Coffee,1,4.3,True
4322,Saturday,Morning,Coffee,1,4.49,True
4323,Thursday,Afternoon,Coffee,2,8.84,True
4324,Wednesday,Afternoon,Tea,2,7.86,False
4325,Friday,Evening,Sandwich,1,12.06,True
4326,Sunday,Afternoon,Sandwich,1,11.44,True
4327,Monday,Morning,Pastry,2,9.56,True
4328,Sunday,Morning,Coffee,2,7.56,False
4329,Monday,Morning,Tea,4,14.6,False
4330,Friday,Morning,Coffee,1,3.04,False
4331,Tuesday,Morning,Coffee,3,13.23,False
4332,Monday,Morning,Coffee,1,3.47,True
4333,Wednesday,Morning,Pastry,1,5.17,True
4334,Thursday,Morning,Tea,1,4.29,False
4335,Wednesday,Morning,Tea,1,2.92,False
4336,Monday,Evening,Pastry,1,4.47,False
4337,Thursday,Afternoon,Coffee,1,3.47,True
4338,Saturday,Evening,Tea,2,5.62,True
4339,Wednesday,Morning,Tea,1,3.46,True
4340,Tuesday,Morning,Tea,3,11.25,True
4341,Wednesday,Morning,Pastry,1,4.95,True
4342,Monday,Morning,Coffee,1,4.08,False
4343,Friday,Morning,Pastry,1,3.5,True
4344,Friday,Evening,Tea,1,3.55,True
4345,Thursday,Evening,Pastry,2,7.2,False
4346,Tuesday,Morning,Coffee,1,3.29,True
4347,Friday,Morning,Pastry,1,3.9,True
4348,Thursday,Morning,Coffee,2,9.04,False
4349,Friday,Morning,Tea,1,3.72,False
4350,Thursday,Morning,Coffee,1,4.16,True
4351,Friday,Morning,Coffee,1,3.57,False
4352,Thursday,Morning,Coffee,1,3.81,True
4353,Wednesday,Morning,Pastry,1,3.68,False
4354,Sunday,Morning,Coffee,1,4.68,True
4355,Thursday,Morning,Coffee,1,5.1,True
4356,Thursday,Morning,Sandwich,1,10.17,True
4357,Tuesday,Evening,Sandwich,2,20.76,False
4358,Thursday,Morning,Coffee,2,7.84,False
4359,Thursday,Afternoon,Pastry,1,3.53,False
4360,Tuesday,Afternoon,Pastry,1,3.99,True
4361,Monday,Evening,Sandwich,1,8.94,False
4362,Thursday,Afternoon,Sandwich,1,9.04,True
4363,Friday,Afternoon,Sandwich,1,8.76,True
4364,Wednesday,Afternoon,Coffee,2,8.04,True
4365,Tuesday,Morning,Tea,2,6.32,True
4366,Thursday,Morning,Coffee,1,5.08,True
4367,Monday,Evening,Coffee,1,3.32,False
4368,Wednesday,Afternoon,Sandwich,1,10.56,True
4369,Monday,Evening,Coffee,2,7.74,True
4370,Tuesday,Afternoon,Pastry,2,9.56,True
4371,Tuesday,Afternoon,Sandwich,1,10.11,True
4372,Wednesday,Afternoon,Tea,1,3.56,True
4373,Monday,Afternoon,Coffee,1,3.43,True
4374,Wednesday,Morning,Pastry,1,4.3,True
4375,Wednesday,Evening,Sandwich,1,9.7,False
4376,Wednesday,Afternoon,Sandwich,1,9.63,False
4377,Wednesday,Afternoon,Pastry,1,3.89,True
4378,Friday,Afternoon,Coffee,1,4.65,True
4379,Monday,Morning,Coffee,1,2.75,True
4380,Wednesday,Morning,Tea,1,3.4,True
4381,Monday,Evening,Tea,1,3.13,True
4382,Monday,Afternoon,Sandwich,1,9.72,True
4383,Thursday,Morning,Coffee,2,9.02,False
4384,Thursday,Morning,Coffee,1,3.3,True
4385,Saturday,Afternoon,Sandwich,1,12.32,True
4386,Thursday,Afternoon,Sandwich,1,9.74,True
4387,Sunday,Afternoon,Sandwich,1,9.96,True
4388,Monday,Afternoon,Sandwich,1,7.77,True
4389,Monday,Morning,Sandwich,1,9.44,False
4390,Monday,Morning,Pastry,2,10.16,True
4391,Tuesday,Morning,Pastry,1,4.63,True
4392,Thursday,Afternoon,Sandwich,2,19.34,True
4393,Thursday,Morning,Tea,1,3.48,True
4394,Monday,Afternoon,Coffee,1,3.31,True
4395,Sunday,Morning,Coffee,1,3.31,True
4396,Friday,Morning,Coffee,2,9.16,True
4397,Tuesday,Evening,Coffee,4,17.76,True
4398,Monday,Morning,Coffee,2,9.04,False
4399,Monday,Afternoon,Coffee,1,3.59,True
4400,Monday,Morning,Pastry,1,4.41,False
4401,Monday,Morning,Pastry,1,5.24,False
4402,Wednesday,Morning,Coffee,1,3.39,False
4403,Tuesday,Morning,Coffee,1,4.56,True
4404,Tuesday,Afternoon,Sandwich,1,8.8,False
4405,Sunday,Morning,Pastry,1,3.99,True
4406,Thursday,Morning,Pastry,1,4.48,True
4407,Sunday,Morning,Merchandise,1,26.49,False
4408,Monday,Afternoon,Sandwich,2,14.44,True
4409,Wednesday,Afternoon,Tea,1,3.53,True
4410,Thursday,Morning,Coffee,1,4.27,True
4411,Monday,Afternoon,Sandwich,1,10.96,True
4412,Monday,Afternoon,Coffee,1,4.3,False
4413,Thursday,Afternoon,Sandwich,1,11.86,True
4414,Thursday,Morning,Coffee,2,9.36,False
4415,Wednesday,Afternoon,Sandwich,1,10.39,False
4416,Wednesday,Afternoon,Coffee,1,4.23,False
4417,Wednesday,Afternoon,Pastry,1,5.24,False
4418,Monday,Afternoon,Pastry,1,3.17,True
4419,Tuesday,Evening,Sandwich,1,8.92,True
4420,Monday,Morning,Coffee,1,3.07,True
4421,Monday,Evening,Sandwich,1,10.3,False
4422,Sunday,Morning,Pastry,3,12.15,True
4423,Thursday,Afternoon,Sandwich,1,13.12,False
4424,Friday,Morning,Pastry,1,4.19,True
4425,Tuesday,Morning,Tea,1,3.54,True
4426,Wednesday,Afternoon,Coffee,1,3.8,True
4427,Tuesday,Afternoon,Coffee,1,3.76,True
4428,Monday,Morning,Pastry,2,7.5,False
4429,Monday,Morning,Pastry,2,7.46,False
4430,Friday,Morning,Coffee,1,2.91,True
4431,Thursday,Evening,Pastry,1,4.83,True
4432,Thursday,Afternoon,Tea,3,9.99,True
4433,Wednesday,Morning,Coffee,2,9.94,True
4434,Saturday,Afternoon,Pastry,1,3.75,True
4435,Monday,Evening,Tea,1,4.09,False
4436,Tuesday,Morning,Coffee,2,9.58,True
4437,Tuesday,Afternoon,Tea,1,4.01,True
4438,Friday,Morning,Coffee,1,4.12,False
4439,Sunday,Afternoon,Coffee,1,3.83,False
4440,Tuesday,Morning,Coffee,2,9.28,True
4441,Saturday,Morning,Coffee,1,3.6,True
4442,Friday,Morning,Coffee,1,4.14,False
4443,Tuesday,Morning,Coffee,1,3.98,False
4444,Wednesday,Afternoon,Coffee,2,7.1,False
4445,Wednesday,Morning,Coffee,1,4.14,True
4446,Sunday,Morning,Pastry,2,9.9,True
4447,Tuesday,Afternoon,Tea,2,6.26,True
4448,Friday,Morning,Coffee,1,4.23,True
4449,Tuesday,Morning,Coffee,1,2.89,True
4450,Friday,Evening,Tea,1,3.08,True
4451,Wednesday,Afternoon,Sandwich,2,17.9,False
4452,Thursday,Morning,Coffee,1,4.18,True
4453,Friday,Morning,Coffee,1,4.43,False
4454,Friday,Evening,Tea,1,3.53,False
4455,Friday,Morning,Coffee,1,4.28,True
4456,Monday,Morning,Coffee,1,3.92,True
4457,Thursday,Morning,Tea,1,3.66,True
4458,Monday,Morning,Coffee,1,4.18,False
4459,Wednesday,Afternoon,Coffee,2,7.5,False
4460,Thursday,Afternoon,Sandwich,1,9.07,True
4461,Wednesday,Evening,Sandwich,1,10.22,False
4462,Wednesday,Afternoon,Sandwich,2,23.34,True
4463,Sunday,Morning,Coffee,1,4.6,True
4464,Monday,Morning,Coffee,1,3.44,True
4465,Thursday,Evening,Tea,2,6.1,False
4466,Wednesday,Morning,Pastry,2,8.36,True
4467,Monday,Morning,Coffee,1,4.05,True
4468,Monday,Evening,Coffee,2,8.04,True
4469,Sunday,Afternoon,Sandwich,1,10.99,True
4470,Saturday,Morning,Tea,1,4.02,False
4471,Saturday,Afternoon,Tea,2,7.0,True
4472,Sunday,Evening,Sandwich,1,9.23,True
4473,Tuesday,Morning,Pastry,1,4.81,False
4474,Tuesday,Afternoon,Coffee,1,4.53,False
4475,Thursday,Morning,Pastry,1,4.83,True
4476,Wednesday,Morning,Coffee,1,3.78,True
4477,Wednesday,Evening,Sandwich,1,8.77,True
4478,Tuesday,Evening,Sandwich,1,8.17,False
4479,Thursday,Morning,Coffee,1,4.1,False
4480,Thursday,Morning,Coffee,1,4.31,True
4481,Monday,Morning,Pastry,1,4.94,False
4482,Wednesday,Afternoon,Coffee,1,4.58,True
4483,Thursday,Morning,Coffee,2,9.48,False
4484,Thursday,Morning,Coffee,1,3.31,True
4485,Tuesday,Morning,Pastry,1,4.74,True
4486,Friday,Morning,Pastry,1,4.76,False
4487,Monday,Morning,Coffee,1,3.96,True
4488,Tuesday,Afternoon,Sandwich,1,8.51,False
4489,Friday,Morning,Coffee,1,4.72,False
4490,Thursday,Morning,Sandwich,1,8.79,False
4491,Tuesday,Afternoon,Pastry,1,3.18,False
4492,Thursday,Afternoon,Coffee,1,4.01,True
4493,Thursday,Morning,Coffee,1,3.88,False
4494,Friday,Morning,Coffee,1,4.93,True
4495,Friday,Afternoon,Coffee,4,16.96,True
4496,Thursday,Morning,Pastry,4,17.28,True
4497,Wednesday,Afternoon,Coffee,1,3.9,False
4498,Monday,Morning,Sandwich,2,18.5,True
4499,Tuesday,Morning,Tea,1,4.39,False
4500,Wednesday,Morning,Tea,1,3.77,True
4501,Thursday,Afternoon,Coffee,1,3.3,True
4502,Wednesday,Evening,Sandwich,1,9.21,False
4503,Tuesday,Morning,Tea,1,3.49,True
4504,Monday,Morning,Pastry,1,3.84,False
4505,Wednesday,Morning,Sandwich,3,22.08,True
4506,Tuesday,Morning,Coffee,2,8.6,False
4507,Friday,Afternoon,Coffee,2,7.2,False
4508,Monday,Morning,Pastry,2,10.5,True
4509,Thursday,Evening,Sandwich,2,19.02,True
4510,Sunday,Afternoon,Pastry,1,4.22,True
4511,Monday,Evening,Tea,1,2.53,True
4512,Wednesday,Afternoon,Sandwich,1,10.97,False
4513,Monday,Morning,Coffee,1,4.15,True
4514,Thursday,Morning,Coffee,1,3.78,False
4515,Thursday,Morning,Coffee,2,7.1,True
4516,Wednesday,Morning,Coffee,4,19.2,True
4517,Wednesday,Morning,Coffee,1,3.47,True
4518,Saturday,Morning,Sandwich,1,9.06,True
4519,Tuesday,Evening,Sandwich,2,20.36,True
4520,Monday,Morning,Pastry,1,5.37,True
4521,Friday,Afternoon,Sandwich,1,9.24,False
4522,Thursday,Evening,Tea,2,6.42,False
4523,Saturday,Afternoon,Sandwich,2,18.74,True
4524,Thursday,Morning,Pastry,1,5.04,True
4525,Friday,Morning,Pastry,2,10.36,False
4526,Wednesday,Morning,Tea,1,2.95,False
4527,Friday,Morning,Coffee,1,4.06,True
4528,Saturday,Morning,Coffee,1,3.28,False
4529,Thursday,Afternoon,Coffee,1,4.44,True
4530,Tuesday,Morning,Sandwich,1,10.01,True
4531,Tuesday,Morning,Coffee,3,10.62,True
4532,Tuesday,Evening,Sandwich,1,11.34,False
4533,Tuesday,Morning,Coffee,1,4.17,True
4534,Tuesday,Morning,Tea,1,3.59,True
4535,Thursday,Afternoon,Coffee,1,3.91,False
4536,Thursday,Morning,Coffee,2,8.0,False
4537,Wednesday,Afternoon,Tea,1,3.35,True
4538,Thursday,Morning,Tea,1,3.2,False
4539,Monday,Afternoon,Coffee,1,4.61,False
4540,Monday,Morning,Pastry,2,8.4,True
4541,Monday,Morning,Coffee,1,3.74,True
4542,Wednesday,Afternoon,Sandwich,1,9.34,True
4543,Tuesday,Morning,Coffee,4,18.84,False
4544,Tuesday,Morning,Tea,1,3.95,False
4545,Wednesday,Morning,Coffee,1,3.8,True
4546,Friday,Morning,Pastry,4,20.96,True
4547,Monday,Morning,Coffee,1,4.05,False
4548,Thursday,Afternoon,Sandwich,2,16.98,True
4549,Thursday,Afternoon,Sandwich,1,8.93,True
4550,Friday,Afternoon,Coffee,1,4.69,True
4551,Saturday,Morning,Coffee,1,5.04,False
4552,Monday,Morning,Pastry,5,23.45,True
4553,Monday,Afternoon,Sandwich,4,35.28,True
4554,Saturday,Afternoon,Coffee,1,3.94,True
4555,Wednesday,Morning,Coffee,1,3.62,False
4556,Thursday,Morning,Coffee,1,3.69,True
4557,Thursday,Morning,Coffee,1,3.64,True
4558,Thursday,Morning,Coffee,1,3.96,True
4559,Saturday,Afternoon,Sandwich,2,19.28,False
4560,Sunday,Morning,Coffee,2,7.86,True
4561,Friday,Afternoon,Pastry,2,8.74,True
4562,Tuesday,Morning,Pastry,1,4.96,True
4563,Saturday,Morning,Coffee,2,7.78,False
4564,Monday,Afternoon,Sandwich,2,18.6,False
4565,Tuesday,Morning,Pastry,1,4.39,False
4566,Saturday,Morning,Coffee,1,4.77,True
4567,Tuesday,Evening,Tea,1,3.3,True
4568,Tuesday,Afternoon,Sandwich,1,10.22,True
4569,Monday,Afternoon,Merchandise,3,86.46,True
4570,Friday,Morning,Coffee,1,4.17,True
4571,Wednesday,Morning,Coffee,3,12.81,True
4572,Thursday,Evening,Tea,1,3.93,True
4573,Tuesday,Morning,Coffee,2,7.62,False
4574,Friday,Afternoon,Tea,2,6.1,False
4575,Friday,Morning,Tea,1,3.19,False
4576,Tuesday,Morning,Pastry,3,15.24,False
4577,Wednesday,Evening,Tea,1,4.33,True
4578,Tuesday,Morning,Pastry,1,5.0,False
4579,Sunday,Morning,Coffee,1,3.37,True
4580,Thursday,Morning,Coffee,1,4.4,True
4581,Saturday,Morning,Coffee,3,10.59,True
4582,Tuesday,Morning,Coffee,1,3.83,True
4583,Friday,Morning,Coffee,1,4.09,True
4584,Friday,Morning,Pastry,2,9.42,True
4585,Thursday,Afternoon,Coffee,1,4.03,False
4586,Sunday,Morning,Pastry,1,4.14,False
4587,Wednesday,Evening,Tea,1,3.92,False
4588,Monday,Morning,Coffee,1,3.74,False
4589,Thursday,Afternoon,Pastry,1,5.25,False
4590,Friday,Morning,Pastry,1,3.68,True
4591,Thursday,Afternoon,Tea,1,3.59,True
4592,Tuesday,Evening,Pastry,1,3.76,True
4593,Wednesday,Afternoon,Sandwich,1,8.5,True
4594,Tuesday,Afternoon,Sandwich,2,17.76,False
4595,Wednesday,Morning,Coffee,1,4.76,True
4596,Thursday,Afternoon,Sandwich,3,33.21,True
4597,Friday,Evening,Pastry,2,10.04,True
4598,Tuesday,Evening,Sandwich,3,28.62,True
4599,Wednesday,Morning,Coffee,1,4.09,False
4600,Tuesday,Evening,Coffee,2,9.26,True
4601,Tuesday,Morning,Coffee,2,8.7,False
4602,Friday,Morning,Coffee,1,4.01,False
4603,Saturday,Morning,Coffee,1,4.74,True
4604,Wednesday,Morning,Pastry,1,4.99,False
4605,Friday,Afternoon,Sandwich,1,9.79,False
4606,Saturday,Afternoon,Tea,1,3.32,True
4607,Friday,Afternoon,Tea,1,3.28,False
4608,Tuesday,Afternoon,Pastry,1,4.3,True
4609,Sunday,Morning,Coffee,3,12.69,False
4610,Wednesday,Afternoon,Sandwich,1,10.5,True
4611,Tuesday,Morning,Tea,1,2.92,False
4612,Monday,Afternoon,Coffee,1,3.03,True
4613,Wednesday,Afternoon,Pastry,1,3.93,False
4614,Monday,Afternoon,Sandwich,1,9.01,True
4615,Tuesday,Morning,Tea,2,7.96,True
4616,Tuesday,Afternoon,Pastry,1,4.33,False
4617,Friday,Morning,Coffee,1,4.13,False
4618,Saturday,Morning,Coffee,1,4.21,False
4619,Tuesday,Afternoon,Coffee,2,6.98,True
4620,Friday,Morning,Coffee,3,14.19,False
4621,Friday,Afternoon,Coffee,1,3.67,False
4622,Friday,Morning,Pastry,1,5.44,True
4623,Monday,Morning,Coffee,2,7.88,False
4624,Thursday,Afternoon,Sandwich,2,18.18,True
4625,Sunday,Morning,Coffee,1,3.44,False
4626,Thursday,Morning,Coffee,1,4.1,True
4627,Tuesday,Morning,Coffee,1,5.13,True
4628,Wednesday,Morning,Coffee,1,4.21,False
4629,Thursday,Afternoon,Sandwich,1,9.82,True
4630,Wednesday,Morning,Coffee,1,3.67,False
4631,Monday,Afternoon,Tea,1,3.74,False
4632,Tuesday,Afternoon,Sandwich,1,9.69,True
4633,Friday,Morning,Coffee,5,19.85,True
4634,Friday,Afternoon,Coffee,3,12.75,True
4635,Monday,Afternoon,Coffee,1,3.09,True
4636,Sunday,Morning,Coffee,2,7.9,True
4637,Tuesday,Morning,Coffee,1,3.4,True
4638,Thursday,Morning,Coffee,1,4.01,True
4639,Friday,Afternoon,Sandwich,1,8.63,False
4640,Friday,Afternoon,Sandwich,2,17.42,True
4641,Sunday,Morning,Coffee,4,13.32,True
4642,Tuesday,Afternoon,Coffee,2,9.12,True
4643,Friday,Afternoon,Coffee,1,3.66,True
4644,Monday,Afternoon,Pastry,2,8.26,True
4645,Thursday,Afternoon,Tea,3,12.33,False
4646,Friday,Morning,Pastry,1,4.84,True
4647,Thursday,Afternoon,Sandwich,2,14.12,True
4648,Tuesday,Afternoon,Coffee,1,4.69,True
4649,Saturday,Afternoon,Sandwich,2,22.96,True
4650,Monday,Morning,Coffee,1,4.78,False
4651,Monday,Morning,Coffee,1,4.33,True
4652,Thursday,Morning,Coffee,2,6.9,True
4653,Wednesday,Morning,Coffee,1,3.98,True
4654,Friday,Afternoon,Sandwich,1,7.76,False
4655,Wednesday,Morning,Coffee,1,3.57,True
4656,Monday,Afternoon,Coffee,2,6.88,True
4657,Friday,Afternoon,Merchandise,1,29.68,True
4658,Thursday,Afternoon,Tea,2,7.14,False
4659,Tuesday,Morning,Coffee,2,7.56,True
4660,Friday,Evening,Coffee,1,3.76,True
4661,Wednesday,Afternoon,Pastry,1,4.33,False
4662,Thursday,Afternoon,Sandwich,1,11.3,True
4663,Wednesday,Morning,Coffee,1,5.08,False
4664,Friday,Morning,Pastry,1,4.23,True
4665,Friday,Morning,Coffee,1,4.17,True
4666,Thursday,Morning,Coffee,1,3.58,False
4667,Monday,Morning,Coffee,1,4.38,True
4668,Friday,Afternoon,Sandwich,2,17.86,False
4669,Thursday,Afternoon,Tea,1,3.22,False
4670,Thursday,Morning,Pastry,3,17.1,True
4671,Wednesday,Morning,Coffee,1,3.32,True
4672,Saturday,Afternoon,Tea,1,2.52,True
4673,Friday,Morning,Coffee,1,4.37,True
4674,Monday,Afternoon,Sandwich,1,9.06,True
4675,Wednesday,Morning,Coffee,2,7.36,False
4676,Saturday,Morning,Coffee,1,5.37,True
4677,Monday,Morning,Coffee,1,4.37,True
4678,Sunday,Afternoon,Sandwich,1,9.43,True
4679,Thursday,Morning,Pastry,1,4.08,True
4680,Thursday,Afternoon,Sandwich,1,10.03,False
4681,Tuesday,Morning,Coffee,1,3.13,True
4682,Tuesday,Morning,Merchandise,1,30.52,True
4683,Sunday,Afternoon,Sandwich,1,9.46,False
4684,Tuesday,Morning,Coffee,1,4.11,True
4685,Friday,Afternoon,Coffee,2,7.86,False
4686,Wednesday,Morning,Coffee,1,3.65,True
4687,Monday,Morning,Coffee,1,4.46,True
4688,Monday,Afternoon,Sandwich,1,7.52,True
4689,Thursday,Evening,Sandwich,1,9.17,True
4690,Sunday,Morning,Pastry,1,4.19,False
4691,Wednesday,Afternoon,Coffee,1,4.51,True
4692,Tuesday,Morning,Coffee,1,3.77,True
4693,Tuesday,Afternoon,Coffee,1,4.22,True
4694,Wednesday,Afternoon,Coffee,2,8.34,True
4695,Wednesday,Morning,Tea,2,5.54,True
4696,Saturday,Morning,Coffee,1,3.97,True
4697,Wednesday,Morning,Tea,1,2.8,True
4698,Wednesday,Morning,Tea,1,3.64,True
4699,Monday,Morning,Pastry,2,8.12,False
4700,Sunday,Afternoon,Coffee,4,18.36,True
4701,Tuesday,Evening,Sandwich,1,9.28,True
4702,Monday,Morning,Merchandise,1,28.67,True
4703,Thursday,Morning,Pastry,2,10.44,False
4704,Thursday,Afternoon,Sandwich,2,16.9,False
4705,Wednesday,Evening,Pastry,1,5.04,False
4706,Wednesday,Morning,Coffee,1,4.23,True
4707,Friday,Morning,Pastry,1,4.28,False
4708,Tuesday,Morning,Pastry,1,3.7,False
4709,Friday,Morning,Tea,1,4.0,True
4710,Thursday,Morning,Pastry,1,4.8,False
4711,Wednesday,Morning,Coffee,2,7.22,False
4712,Wednesday,Morning,Coffee,2,8.24,True
4713,Tuesday,Afternoon,Pastry,2,10.2,True
4714,Friday,Morning,Coffee,1,4.06,True
4715,Wednesday,Morning,Coffee,1,4.12,True
4716,Tuesday,Morning,Coffee,1,4.52,True
4717,Thursday,Evening,Tea,1,4.11,False
4718,Sunday,Afternoon,Sandwich,1,9.36,True
4719,Wednesday,Morning,Coffee,1,3.33,True
4720,Saturday,Morning,Coffee,1,3.35,True
4721,Tuesday,Afternoon,Tea,1,3.22,True
4722,Monday,Morning,Coffee,1,3.53,False
4723,Tuesday,Morning,Coffee,1,3.16,True
4724,Wednesday,Morning,Coffee,1,4.92,True
4725,Tuesday,Evening,Sandwich,2,20.26,True
4726,Monday,Afternoon,Coffee,1,3.74,True
4727,Saturday,Afternoon,Sandwich,1,9.46,False
4728,Friday,Morning,Pastry,1,3.43,True
4729,Friday,Evening,Merchandise,2,101.66,True
4730,Monday,Evening,Coffee,1,3.03,True
4731,Monday,Evening,Pastry,2,9.62,True
4732,Monday,Morning,Coffee,1,3.08,True
4733,Friday,Morning,Coffee,1,3.79,True
4734,Saturday,Afternoon,Coffee,3,13.86,True
4735,Wednesday,Morning,Pastry,1,3.52,True
4736,Monday,Morning,Coffee,1,3.93,True
4737,Wednesday,Morning,Coffee,1,4.31,True
4738,Tuesday,Afternoon,Pastry,1,4.78,True
4739,Wednesday,Afternoon,Sandwich,1,9.58,True
4740,Thursday,Morning,Tea,1,3.7,True
4741,Thursday,Afternoon,Coffee,1,3.69,True
4742,Monday,Afternoon,Coffee,3,14.91,False
4743,Monday,Afternoon,Coffee,1,3.19,True
4744,Sunday,Morning,Pastry,1,5.2,True
4745,Tuesday,Morning,Tea,1,3.58,True
4746,Monday,Morning,Tea,1,3.75,False
4747,Tuesday,Morning,Coffee,1,4.4,True
4748,Monday,Afternoon,Sandwich,1,10.17,True
4749,Wednesday,Morning,Tea,3,9.54,True
4750,Friday,Evening,Merchandise,1,32.41,False
4751,Tuesday,Morning,Coffee,1,3.27,False
4752,Wednesday,Morning,Coffee,1,3.85,False
4753,Thursday,Morning,Coffee,1,4.16,True
4754,Wednesday,Morning,Coffee,2,8.6,True
4755,Friday,Morning,Pastry,1,4.73,True
4756,Friday,Afternoon,Sandwich,1,7.39,True
4757,Monday,Morning,Coffee,2,7.44,False
4758,Friday,Afternoon,Coffee,2,7.34,False
4759,Wednesday,Afternoon,Coffee,1,3.34,True
4760,Sunday,Morning,Pastry,2,8.0,False
4761,Wednesday,Afternoon,Coffee,1,4.0,True
4762,Sunday,Afternoon,Coffee,1,4.71,True
4763,Friday,Morning,Coffee,1,3.52,True
4764,Tuesday,Morning,Coffee,1,3.44,True
4765,Wednesday,Evening,Sandwich,1,8.78,False
4766,Sunday,Morning,Pastry,1,4.7,False
4767,Friday,Morning,Coffee,1,4.61,True
4768,Monday,Evening,Pastry,1,4.45,False
4769,Thursday,Morning,Coffee,1,3.28,False
4770,Tuesday,Morning,Sandwich,2,16.04,True
4771,Monday,Afternoon,Coffee,1,4.09,True
4772,Wednesday,Afternoon,Coffee,1,4.5,False
4773,Tuesday,Morning,Coffee,1,4.91,False
4774,Friday,Morning,Coffee,1,3.41,False
4775,Tuesday,Afternoon,Coffee,1,4.07,True
4776,Friday,Afternoon,Sandwich,5,41.3,True
4777,Monday,Morning,Pastry,1,3.96,False
4778,Tuesday,Morning,Coffee,2,7.02,True
4779,Tuesday,Morning,Tea,1,3.37,False
4780,Tuesday,Afternoon,Pastry,2,7.94,True
4781,Monday,Afternoon,Sandwich,1,12.47,True
4782,Tuesday,Evening,Pastry,3,12.66,True
4783,Thursday,Afternoon,Sandwich,1,10.69,True
4784,Tuesday,Afternoon,Coffee,1,3.67,True
4785,Wednesday,Morning,Coffee,1,5.12,False
4786,Wednesday,Afternoon,Tea,1,3.64,True
4787,Saturday,Afternoon,Tea,1,3.83,True
4788,Saturday,Morning,Pastry,1,4.15,False
4789,Wednesday,Morning,Coffee,2,8.98,True
4790,Tuesday,Evening,Coffee,1,4.17,True
4791,Monday,Morning,Coffee,1,3.81,True
4792,Sunday,Morning,Coffee,1,3.46,True
4793,Monday,Afternoon,Sandwich,1,9.21,True
4794,Tuesday,Afternoon,Tea,1,3.37,False
4795,Tuesday,Morning,Pastry,1,5.02,True
4796,Tuesday,Afternoon,Tea,1,3.41,False
4797,Monday,Morning,Pastry,1,3.35,True
4798,Friday,Morning,Sandwich,1,10.28,False
4799,Monday,Morning,Tea,3,12.06,True
4800,Thursday,Afternoon,Sandwich,1,7.5,False
4801,Monday,Evening,Pastry,1,5.58,False
4802,Monday,Afternoon,Sandwich,1,11.18,False
4803,Saturday,Evening,Sandwich,1,8.74,True
4804,Tuesday,Morning,Merchandise,1,26.49,True
4805,Friday,Morning,Tea,5,19.6,True
4806,Thursday,Afternoon,Sandwich,4,31.44,True
4807,Monday,Morning,Coffee,1,3.67,False
4808,Sunday,Afternoon,Coffee,1,3.34,True
4809,Tuesday,Afternoon,Tea,3,10.5,True
4810,Friday,Evening,Sandwich,1,11.26,True
4811,Monday,Morning,Coffee,1,4.19,False
4812,Friday,Morning,Coffee,1,4.51,False
4813,Monday,Morning,Coffee,1,3.82,True
4814,Wednesday,Morning,Coffee,5,20.25,False
4815,Friday,Afternoon,Sandwich,2,16.06,False
4816,Saturday,Morning,Pastry,1,4.44,False
4817,Saturday,Morning,Coffee,2,7.26,True
4818,Friday,Morning,Coffee,1,3.92,False
4819,Saturday,Morning,Coffee,2,7.78,True
4820,Tuesday,Morning,Coffee,1,3.84,False
4821,Tuesday,Morning,Coffee,1,5.05,True
4822,Tuesday,Morning,Coffee,1,4.88,False
4823,Wednesday,Morning,Coffee,1,4.71,True
4824,Wednesday,Morning,Coffee,1,4.9,True
4825,Thursday,Morning,Tea,1,4.07,False
4826,Monday,Morning,Coffee,5,19.95,True
4827,Thursday,Morning,Coffee,3,11.82,True
4828,Monday,Afternoon,Coffee,1,4.12,True
4829,Tuesday,Afternoon,Merchandise,2,66.16,True
4830,Wednesday,Afternoon,Pastry,3,11.64,True
4831,Friday,Morning,Coffee,1,4.15,False
4832,Friday,Morning,Coffee,1,3.22,False
4833,Thursday,Afternoon,Sandwich,2,19.34,True
4834,Monday,Morning,Pastry,1,3.9,True
4835,Thursday,Afternoon,Sandwich,1,9.4,True
4836,Monday,Morning,Coffee,1,4.1,False
4837,Wednesday,Morning,Tea,1,3.36,False
